Order Number,CITY,Billing Address Province,Customer Id,Invoice Date,Product Type,Quantity,Subtotal Price,Total Price Usd,Total Tax
4521,WEST PALM BEACH,Florida,4221,2025-03-22 11:45:00,Cycling Shoes,1,671.13,738.243,67.113
6553,SAINT AUGUSTINE,Florida,4553,2025-03-24 10:45:00,Cycling Shoes,1,497.13,546.843,49.713
2747,BAKERSFIELD,California,1876,2025-03-20 17:24:00,Cycling Shoes,1,485.53,534.083,48.553
1587,OLYMPIA,Washington,5090,2025-03-19 16:20:00,Cycling Shoes,1,625.13,687.643,62.513
4635,JAMAICA,New York,6174,2025-03-22 13:08:00,Cycling Shoes,1,713.13,784.443,71.313
2505,SAINT LOUIS,Missouri,1769,2025-03-20 14:23:00,Cycling Shoes,1,650.33,715.363,65.033
1844,MOUNTAIN VIEW,California,4208,2025-03-19 19:30:00,Cycling Shoes,1,497.13,546.843,49.713
68,TUCSON,Arizona,1862,2025-03-18 08:13:00,Tennis Shoes,1,625.13,687.643,62.513
1815,ORLANDO,Florida,5662,2025-03-19 19:06:00,Tennis Shoes,1,539.93,593.923,53.993
485,BATON ROUGE,Louisiana,2261,2025-03-18 14:26:00,Tennis Shoes,1,507.13,557.843,50.713
152,SALT LAKE CITY,Utah,1114,2025-03-18 10:12:00,Tennis Shoes,1,571.93,629.123,57.193
2783,LOS ANGELES,California,2607,2025-03-20 17:49:00,Tennis Shoes,1,493.53,542.883,49.353
3098,WICHITA FALLS,Texas,2412,2025-03-20 22:09:00,Tennis Shoes,1,509.53,560.483,50.953
2144,HOUSTON,Texas,5502,2025-03-20 09:33:00,Tennis Shoes,1,537.13,590.843,53.713
2878,ATLANTA,Georgia,5300,2025-03-20 18:58:00,Tennis Shoes,1,537.13,590.843,53.713
4396,MINNEAPOLIS,Minnesota,4902,2025-03-22 10:23:00,Tennis Shoes,1,517.13,568.843,51.713
399,LEXINGTON,Kentucky,3716,2025-03-18 13:22:00,Tennis Shoes,1,517.13,568.843,51.713
1790,STAMFORD,Connecticut,3844,2025-03-19 18:49:00,Tennis Shoes,1,585.13,643.643,58.513
7325,HOUSTON,Texas,1306,2025-03-24 21:20:00,Tennis Shoes,1,517.53,569.283,51.753
5400,BOSTON,Massachusetts,5538,2025-03-23 09:31:00,Tennis Shoes,1,527.13,579.843,52.713
2697,LOUISVILLE,Kentucky,615,2025-03-20 16:49:00,Tennis Shoes,1,587.93,646.723,58.793
6230,TRENTON,New Jersey,2847,2025-03-24 00:09:00,Tennis Shoes,1,611.93,673.123,61.193
499,COLLEGE STATION,Texas,3910,2025-03-18 14:39:00,Tennis Shoes,1,527.13,579.843,52.713
3097,ROANOKE,Virginia,3668,2025-03-20 22:06:00,Tennis Shoes,1,587.93,646.723,58.793
3109,BOISE,Idaho,3987,2025-03-20 22:21:00,Tennis Shoes,1,527.13,579.843,52.713
6632,CHICAGO,Illinois,2011,2025-03-24 11:36:00,Tennis Shoes,1,509.53,560.483,50.953
4945,NEW HAVEN,Connecticut,5058,2025-03-22 17:29:00,Tennis Shoes,1,517.53,569.283,51.753
359,ANDERSON,South Carolina,5536,2025-03-18 12:57:00,Tennis Shoes,1,537.13,590.843,53.713
5436,TRENTON,New Jersey,978,2025-03-23 10:03:00,Tennis Shoes,1,537.13,590.843,53.713
1063,SIOUX FALLS,South Dakota,4966,2025-03-19 09:40:00,Tennis Shoes,1,497.13,546.843,49.713
1126,ORLANDO,Florida,883,2025-03-19 10:33:00,Tennis Shoes,1,497.13,546.843,49.713
1398,GRAND RAPIDS,Michigan,6436,2025-03-19 13:42:00,Tennis Shoes,1,555.13,610.643,55.513
1930,SAINT LOUIS,Missouri,3720,2025-03-19 21:10:00,Tennis Shoes,1,497.13,546.843,49.713
4158,OAKLAND,California,6307,2025-03-22 01:53:00,Tennis Shoes,1,497.13,546.843,49.713
4434,WEST HARTFORD,Connecticut,247,2025-03-22 10:48:00,Tennis Shoes,1,497.13,546.843,49.713
3789,EL PASO,Texas,4993,2025-03-21 17:12:00,Tennis Shoes,1,485.53,534.083,48.553
6457,HOUSTON,Texas,2751,2025-03-24 09:49:00,Tennis Shoes,1,485.53,534.083,48.553
5181,COLUMBIA,Missouri,1466,2025-03-22 21:20:00,Tennis Shoes,1,537.13,590.843,53.713
1776,DALLAS,Texas,4712,2025-03-19 18:41:00,Tennis Shoes,1,517.53,569.283,51.753
6929,SPRINGFIELD,Illinois,3552,2025-03-24 15:08:00,Tennis Shoes,1,537.13,590.843,53.713
1320,RICHMOND,Virginia,1516,2025-03-19 12:53:00,Tennis Shoes,1,625.13,687.643,62.513
2548,SAINT CLOUD,Minnesota,2105,2025-03-20 14:54:00,Tennis Shoes,1,537.13,590.843,53.713
5630,DETROIT,Michigan,594,2025-03-23 13:22:00,Tennis Shoes,1,537.13,590.843,53.713
3453,LONG BEACH,California,1302,2025-03-21 12:16:00,Tennis Shoes,1,595.93,655.523,59.593
2607,INGLEWOOD,California,3242,2025-03-20 15:31:00,Tennis Shoes,1,527.13,579.843,52.713
2656,ARLINGTON,Virginia,4380,2025-03-20 16:08:00,Tennis Shoes,1,527.13,579.843,52.713
3033,COLORADO SPRINGS,Colorado,1913,2025-03-20 21:11:00,Tennis Shoes,1,527.13,579.843,52.713
4122,LOUISVILLE,Kentucky,3169,2025-03-21 23:29:00,Tennis Shoes,1,527.13,579.843,52.713
2361,JACKSONVILLE,Florida,2111,2025-03-20 12:20:00,Tennis Shoes,1,509.53,560.483,50.953
4153,CORPUS CHRISTI,Texas,155,2025-03-22 01:08:00,Tennis Shoes,1,666.33,732.963,66.633
4907,DETROIT,Michigan,1559,2025-03-22 17:00:00,Tennis Shoes,1,587.93,646.723,58.793
1647,MAPLE PLAIN,Minnesota,54,2025-03-19 16:53:00,Tennis Shoes,1,635.13,698.643,63.513
2486,NEW BEDFORD,Massachusetts,4905,2025-03-20 14:11:00,Tennis Shoes,1,537.13,590.843,53.713
5391,BATON ROUGE,Louisiana,5498,2025-03-23 09:26:00,Tennis Shoes,1,517.53,569.283,51.753
3810,SPRINGFIELD,Massachusetts,2203,2025-03-21 17:45:00,Tennis Shoes,1,517.13,568.843,51.713
4272,JACKSONVILLE,Florida,3238,2025-03-22 09:02:00,Tennis Shoes,1,527.13,579.843,52.713
3717,SAN ANTONIO,Texas,777,2025-03-21 16:12:00,Tennis Shoes,1,509.53,560.483,50.953
146,PHOENIX,Arizona,6134,2025-03-18 10:09:00,Tennis Shoes,1,509.53,560.483,50.953
2598,MIAMI,Florida,3084,2025-03-20 15:24:00,Tennis Shoes,1,648.73,713.603,64.873
3439,LOS ANGELES,California,1262,2025-03-21 11:59:00,Tennis Shoes,1,579.93,637.923,57.993
2296,BIRMINGHAM,Alabama,3271,2025-03-20 11:34:00,Tennis Shoes,1,517.53,569.283,51.753
185,WASHINGTON,District of Columbia,605,2025-03-18 10:35:00,Tennis Shoes,1,643.13,707.443,64.313
248,LORETTO,Minnesota,3465,2025-03-18 11:21:00,Tennis Shoes,1,555.13,610.643,55.513
6641,LAS VEGAS,Nevada,223,2025-03-24 11:42:00,Tennis Shoes,1,613.13,674.443,61.313
6953,SALT LAKE CITY,Utah,104,2025-03-24 15:25:00,Tennis Shoes,1,517.53,569.283,51.753
2014,BROCKTON,Massachusetts,4473,2025-03-19 23:22:00,Tennis Shoes,1,485.53,534.083,48.553
5249,DAYTONA BEACH,Florida,2891,2025-03-22 22:53:00,Tennis Shoes,1,488.43,537.273,48.843
7210,CLEVELAND,Ohio,224,2025-03-24 19:22:00,Tennis Shoes,1,571.93,629.123,57.193
3455,COLUMBUS,Ohio,1903,2025-03-21 12:17:00,Tennis Shoes,1,531.93,585.123,53.193
5003,FRESNO,California,1923,2025-03-22 18:41:00,Tennis Shoes,1,531.93,585.123,53.193
7300,PEORIA,Illinois,3565,2025-03-24 20:44:00,Tennis Shoes,1,555.13,610.643,55.513
3670,FALLS CHURCH,Virginia,1914,2025-03-21 15:29:00,Tennis Shoes,1,693.13,762.443,69.313
3656,KANSAS CITY,Missouri,4443,2025-03-21 15:18:00,Tennis Shoes,1,537.13,590.843,53.713
6683,PHILADELPHIA,Pennsylvania,2285,2025-03-24 12:06:00,Tennis Shoes,1,497.13,546.843,49.713
1061,BUFFALO,New York,3059,2025-03-19 09:37:00,Tennis Shoes,1,613.13,674.443,61.313
6402,PHILADELPHIA,Pennsylvania,3044,2025-03-24 09:16:00,Tennis Shoes,1,605.13,665.643,60.513
5670,AUSTIN,Texas,1493,2025-03-23 14:01:00,Tennis Shoes,1,493.53,542.883,49.353
448,FORT SMITH,Arkansas,1681,2025-03-18 13:57:00,Tennis Shoes,1,497.13,546.843,49.713
1842,FRESNO,California,704,2025-03-19 19:30:00,Running Shoes,1,497.13,546.843,49.713
5491,LAKE CHARLES,Louisiana,571,2025-03-23 11:19:00,Running Shoes,1,485.53,534.083,48.553
6204,MIAMI,Florida,3684,2025-03-23 23:20:00,Running Shoes,1,485.53,534.083,48.553
1849,SAINT PETERSBURG,Florida,3777,2025-03-19 19:33:00,Running Shoes,1,595.13,654.643,59.513
2685,TOLEDO,Ohio,360,2025-03-20 16:36:00,Running Shoes,1,537.13,590.843,53.713
2969,ASHEVILLE,North Carolina,5002,2025-03-20 20:19:00,Running Shoes,1,537.13,590.843,53.713
6909,NEWARK,New Jersey,5576,2025-03-24 14:46:00,Running Shoes,1,517.53,569.283,51.753
4954,MORENO VALLEY,California,1421,2025-03-22 17:41:00,Running Shoes,1,485.53,534.083,48.553
7050,BALTIMORE,Maryland,3107,2025-03-24 16:43:00,Running Shoes,1,497.13,546.843,49.713
775,MONTGOMERY,Alabama,4084,2025-03-18 19:44:00,Running Shoes,1,537.13,590.843,53.713
3361,STOCKTON,California,3476,2025-03-21 10:47:00,Tennis Shoes,1,666.33,732.963,66.633
4077,SAN JOSE,California,5390,2025-03-21 22:26:00,Tennis Shoes,1,517.53,569.283,51.753
4127,BIRMINGHAM,Alabama,3949,2025-03-21 23:35:00,Tennis Shoes,1,666.33,732.963,66.633
435,DAYTON,Ohio,2035,2025-03-18 13:49:00,Tennis Shoes,1,539.93,593.923,53.993
3678,GREENSBORO,North Carolina,1528,2025-03-21 15:39:00,Tennis Shoes,1,539.93,593.923,53.993
6501,VALLEY FORGE,Pennsylvania,5680,2025-03-24 10:14:00,Tennis Shoes,1,485.53,534.083,48.553
6225,HUNTSVILLE,Alabama,6487,2025-03-23 23:57:00,Tennis Shoes,1,517.53,569.283,51.753
695,ROCHESTER,New York,3067,2025-03-18 17:43:00,Tennis Shoes,1,509.53,560.483,50.953
2872,PHILADELPHIA,Pennsylvania,6397,2025-03-20 18:53:00,Tennis Shoes,1,517.13,568.843,51.713
7373,HARTFORD,Connecticut,3946,2025-03-24 22:23:00,Tennis Shoes,1,517.13,568.843,51.713
1093,FLORENCE,South Carolina,4399,2025-03-19 10:07:00,Tennis Shoes,1,595.93,655.523,59.593
1072,PUEBLO,Colorado,3039,2025-03-19 09:54:00,Tennis Shoes,1,527.13,579.843,52.713
3979,NORCROSS,Georgia,725,2025-03-21 20:27:00,Tennis Shoes,1,537.13,590.843,53.713
6966,FORT WORTH,Texas,731,2025-03-24 15:39:00,Tennis Shoes,1,537.13,590.843,53.713
2682,COLUMBIA,South Carolina,3993,2025-03-20 16:32:00,Tennis Shoes,1,625.13,687.643,62.513
3856,MIAMI,Florida,6234,2025-03-21 18:30:00,Tennis Shoes,1,537.13,590.843,53.713
5555,MADISON,Wisconsin,488,2025-03-23 12:25:00,Tennis Shoes,1,517.53,569.283,51.753
7182,EL PASO,Texas,3650,2025-03-24 18:58:00,Tennis Shoes,1,537.13,590.843,53.713
1312,DALLAS,Texas,2774,2025-03-19 12:43:00,Tennis Shoes,1,497.13,546.843,49.713
6033,SPRINGFIELD,Virginia,279,2025-03-23 20:23:00,Tennis Shoes,1,648.73,713.603,64.873
4637,RIVERSIDE,California,6243,2025-03-22 13:09:00,Tennis Shoes,1,537.13,590.843,53.713
6047,SAINT LOUIS,Missouri,656,2025-03-23 20:40:00,Tennis Shoes,1,537.13,590.843,53.713
6943,BUFFALO,New York,1588,2025-03-24 15:17:00,Tennis Shoes,1,537.13,590.843,53.713
7353,BLOOMINGTON,Illinois,5739,2025-03-24 22:03:00,Tennis Shoes,1,611.93,673.123,61.193
740,SEATTLE,Washington,4085,2025-03-18 19:04:00,Tennis Shoes,1,537.13,590.843,53.713
2354,JAMAICA,New York,1293,2025-03-20 12:16:00,Tennis Shoes,1,635.13,698.643,63.513
4091,TACOMA,Washington,5186,2025-03-21 22:46:00,Tennis Shoes,1,537.13,590.843,53.713
454,MIAMI,Florida,4555,2025-03-18 14:02:00,Tennis Shoes,1,517.53,569.283,51.753
3488,WHITTIER,California,3080,2025-03-21 12:40:00,Tennis Shoes,1,517.53,569.283,51.753
4075,CEDAR RAPIDS,Iowa,2567,2025-03-21 22:25:00,Tennis Shoes,1,595.93,655.523,59.593
384,TACOMA,Washington,2938,2025-03-18 13:13:00,Tennis Shoes,1,831.13,914.243,83.113
5027,BOCA RATON,Florida,2609,2025-03-22 19:03:00,Tennis Shoes,1,601.13,661.243,60.113
5712,WINTER HAVEN,Florida,2407,2025-03-23 14:44:00,Tennis Shoes,1,547.93,602.723,54.793
735,KNOXVILLE,Tennessee,3963,2025-03-18 18:55:00,Tennis Shoes,1,507.13,557.843,50.713
4565,TOPEKA,Kansas,6499,2025-03-22 12:18:00,Tennis Shoes,1,595.13,654.643,59.513
380,MOBILE,Alabama,6112,2025-03-18 13:10:00,Tennis Shoes,1,485.13,533.643,48.513
919,WILKES BARRE,Pennsylvania,5635,2025-03-18 23:05:00,Tennis Shoes,1,507.13,557.843,50.713
6686,TOLEDO,Ohio,5508,2025-03-24 12:08:00,Tennis Shoes,1,493.53,542.883,49.353
3881,SAN FRANCISCO,California,4944,2025-03-21 18:51:00,Tennis Shoes,1,490.13,539.143,49.013
3204,ATLANTA,Georgia,753,2025-03-21 02:37:00,Tennis Shoes,1,507.13,557.843,50.713
5606,HOUSTON,Texas,1802,2025-03-23 13:06:00,Tennis Shoes,1,605.13,665.643,60.513
5467,WASHINGTON,District of Columbia,1197,2025-03-23 10:45:00,Tennis Shoes,1,493.53,542.883,49.353
5561,SEATTLE,Washington,5319,2025-03-23 12:26:00,Tennis Shoes,1,555.93,611.523,55.593
7171,ALBANY,New York,922,2025-03-24 18:43:00,Tennis Shoes,1,493.53,542.883,49.353
4991,ATLANTA,Georgia,5722,2025-03-22 18:28:00,Tennis Shoes,1,485.53,534.083,48.553
5104,MORENO VALLEY,California,4479,2025-03-22 20:05:00,Tennis Shoes,1,485.53,534.083,48.553
5135,CHATTANOOGA,Tennessee,3122,2025-03-22 20:35:00,Tennis Shoes,1,531.93,585.123,53.193
4114,HARTFORD,Connecticut,1006,2025-03-21 23:20:00,Tennis Shoes,1,497.13,546.843,49.713
6925,NEWTON,Massachusetts,6137,2025-03-24 15:05:00,Tennis Shoes,1,485.53,534.083,48.553
7344,MEMPHIS,Tennessee,2972,2025-03-24 21:49:00,Tennis Shoes,1,497.13,546.843,49.713
2790,PHILADELPHIA,Pennsylvania,5741,2025-03-20 17:53:00,Tennis Shoes,1,497.13,546.843,49.713
4607,RALEIGH,North Carolina,4845,2025-03-22 12:49:00,Tennis Shoes,1,531.93,585.123,53.193
2847,EL PASO,Texas,322,2025-03-20 18:38:00,Tennis Shoes,1,497.13,546.843,49.713
4882,TULSA,Oklahoma,1519,2025-03-22 16:42:00,Tennis Shoes,1,485.53,534.083,48.553
4800,LOS ANGELES,California,2525,2025-03-22 15:30:00,Tennis Shoes,1,517.13,568.843,51.713
2634,SANTA CLARA,California,5352,2025-03-20 15:50:00,Tennis Shoes,1,547.93,602.723,54.793
5965,JACKSONVILLE,Florida,2794,2025-03-23 19:06:00,Tennis Shoes,1,517.53,569.283,51.753
95,LONG BEACH,California,4369,2025-03-18 09:06:00,Tennis Shoes,1,497.13,546.843,49.713
2727,ARLINGTON,Virginia,5969,2025-03-20 17:17:00,Tennis Shoes,1,585.13,643.643,58.513
4355,FRESNO,California,4563,2025-03-22 10:01:00,Tennis Shoes,1,537.13,590.843,53.713
4685,DECATUR,Georgia,5177,2025-03-22 13:47:00,Tennis Shoes,1,537.13,590.843,53.713
6614,BILOXI,Mississippi,5037,2025-03-24 11:26:00,Tennis Shoes,1,497.13,546.843,49.713
2374,INDIANAPOLIS,Indiana,5989,2025-03-20 12:30:00,Tennis Shoes,1,809.13,890.043,80.913
3620,LAWRENCEVILLE,Georgia,1199,2025-03-21 14:40:00,Tennis Shoes,1,733.13,806.443,73.313
4467,MADISON,Wisconsin,480,2025-03-22 11:10:00,Tennis Shoes,1,517.53,569.283,51.753
5387,RIDGELY,Maryland,313,2025-03-23 09:22:00,Tennis Shoes,1,497.13,546.843,49.713
624,SCHENECTADY,New York,5307,2025-03-18 16:32:00,Tennis Shoes,1,517.53,569.283,51.753
6409,GALVESTON,Texas,3091,2025-03-24 09:19:00,Tennis Shoes,1,635.13,698.643,63.513
6866,EL PASO,Texas,5155,2025-03-24 14:11:00,Tennis Shoes,1,505.13,555.643,50.513
7241,PASADENA,California,876,2025-03-24 19:44:00,Tennis Shoes,1,527.13,579.843,52.713
5754,ANAHEIM,California,2527,2025-03-23 15:22:00,Tennis Shoes,1,497.13,546.843,49.713
32,SHREVEPORT,Louisiana,6064,2025-03-18 02:55:00,Tennis Shoes,1,565.13,621.643,56.513
260,CHULA VISTA,California,4018,2025-03-18 11:28:00,Tennis Shoes,1,507.13,557.843,50.713
1803,DALLAS,Texas,4809,2025-03-19 18:57:00,Tennis Shoes,1,507.13,557.843,50.713
3845,FORT LAUDERDALE,Florida,3938,2025-03-21 18:25:00,Tennis Shoes,1,493.53,542.883,49.353
3636,CEDAR RAPIDS,Iowa,355,2025-03-21 14:59:00,Tennis Shoes,1,490.13,539.143,49.013
2554,JACKSON,Tennessee,1709,2025-03-20 14:59:00,Tennis Shoes,1,507.13,557.843,50.713
5726,ATLANTA,Georgia,2513,2025-03-23 14:55:00,Tennis Shoes,1,507.13,557.843,50.713
4169,VALLEY FORGE,Pennsylvania,3010,2025-03-22 05:31:00,Tennis Shoes,1,634.33,697.763,63.433
2055,LEXINGTON,Kentucky,6054,2025-03-20 01:23:00,Tennis Shoes,1,509.53,560.483,50.953
5804,DURHAM,North Carolina,4345,2025-03-23 16:12:00,Tennis Shoes,1,537.13,590.843,53.713
4139,SEATTLE,Washington,5433,2025-03-22 00:18:00,Tennis Shoes,1,595.93,655.523,59.593
5920,MODESTO,California,2090,2025-03-23 18:12:00,Tennis Shoes,1,827.13,909.843,82.713
4626,GREENSBORO,North Carolina,6177,2025-03-22 13:02:00,Tennis Shoes,1,517.13,568.843,51.713
5986,SACRAMENTO,California,1496,2025-03-23 19:33:00,Tennis Shoes,1,579.93,637.923,57.993
5799,DALLAS,Texas,5719,2025-03-23 16:07:00,Tennis Shoes,1,625.13,687.643,62.513
6223,NEWTON,Massachusetts,4370,2025-03-23 23:52:00,Tennis Shoes,1,723.13,795.443,72.313
3516,SAVANNAH,Georgia,5165,2025-03-21 13:12:00,Tennis Shoes,1,736.73,810.403,73.673
5740,MARIETTA,Georgia,4284,2025-03-23 15:13:00,Tennis Shoes,1,509.53,560.483,50.953
6040,RENO,Nevada,5245,2025-03-23 20:28:00,Tennis Shoes,1,595.93,655.523,59.593
7326,OKLAHOMA CITY,Oklahoma,3753,2025-03-24 21:21:00,Tennis Shoes,1,595.93,655.523,59.593
6438,PITTSBURGH,Pennsylvania,1092,2025-03-24 09:39:00,Tennis Shoes,1,517.53,569.283,51.753
5248,SACRAMENTO,California,5556,2025-03-22 22:53:00,Tennis Shoes,1,537.13,590.843,53.713
2107,MEMPHIS,Tennessee,2309,2025-03-20 08:53:00,Tennis Shoes,1,595.93,655.523,59.593
6856,DAYTONA BEACH,Florida,5384,2025-03-24 14:04:00,Tennis Shoes,1,615.13,676.643,61.513
61,MILWAUKEE,Wisconsin,5561,2025-03-18 08:01:00,Tennis Shoes,1,509.53,560.483,50.953
2972,AMARILLO,Texas,744,2025-03-20 20:21:00,Tennis Shoes,1,509.53,560.483,50.953
3490,CHARLOTTE,North Carolina,5541,2025-03-21 12:40:00,Tennis Shoes,1,571.93,629.123,57.193
1939,DALLAS,Texas,3991,2025-03-19 21:26:00,Tennis Shoes,1,537.13,590.843,53.713
1853,ALEXANDRIA,Virginia,4103,2025-03-19 19:38:00,Tennis Shoes,1,595.93,655.523,59.593
2879,PASADENA,California,3581,2025-03-20 19:00:00,Tennis Shoes,1,517.53,569.283,51.753
4574,BALTIMORE,Maryland,4220,2025-03-22 12:24:00,Tennis Shoes,1,517.53,569.283,51.753
4731,LAFAYETTE,Indiana,907,2025-03-22 14:26:00,Tennis Shoes,1,831.13,914.243,83.113
7151,BRIDGEPORT,Connecticut,2082,2025-03-24 18:19:00,Tennis Shoes,1,752.73,828.003,75.273
7316,COLUMBUS,Georgia,3134,2025-03-24 21:04:00,Tennis Shoes,1,635.13,698.643,63.513
7340,BREA,California,903,2025-03-24 21:40:00,Tennis Shoes,1,537.13,590.843,53.713
561,JAMAICA,New York,2372,2025-03-18 15:36:00,Tennis Shoes,1,527.13,579.843,52.713
1491,WASHINGTON,District of Columbia,1627,2025-03-19 15:05:00,Tennis Shoes,1,615.13,676.643,61.513
1429,PETALUMA,California,1057,2025-03-19 14:07:00,Tennis Shoes,1,505.13,555.643,50.513
811,SIOUX FALLS,South Dakota,3325,2025-03-18 20:34:00,Tennis Shoes,1,497.13,546.843,49.713
1147,MINNEAPOLIS,Minnesota,5686,2025-03-19 10:50:00,Tennis Shoes,1,555.13,610.643,55.513
2716,YOUNG AMERICA,Minnesota,1615,2025-03-20 17:05:00,Tennis Shoes,1,497.13,546.843,49.713
4806,PHILADELPHIA,Pennsylvania,6409,2025-03-22 15:33:00,Tennis Shoes,1,563.93,620.323,56.393
788,PEORIA,Illinois,6159,2025-03-18 20:04:00,Tennis Shoes,1,635.13,698.643,63.513
3004,WALTHAM,Massachusetts,5410,2025-03-20 20:51:00,Tennis Shoes,1,497.13,546.843,49.713
1550,SAINT PETERSBURG,Florida,160,2025-03-19 15:55:00,Tennis Shoes,1,613.13,674.443,61.313
3921,CLEARWATER,Florida,1827,2025-03-21 19:30:00,Tennis Shoes,1,497.13,546.843,49.713
506,SAN ANTONIO,Texas,2804,2025-03-18 14:43:00,Tennis Shoes,1,517.13,568.843,51.713
3125,SPRINGFIELD,Illinois,1943,2025-03-20 22:45:00,Tennis Shoes,1,517.13,568.843,51.713
31,SAN JOSE,California,753,2025-03-18 02:55:00,Tennis Shoes,1,497.63,547.393,49.763
2749,BUFFALO,New York,4375,2025-03-20 17:26:00,Tennis Shoes,1,507.13,557.843,50.713
2422,ASHEVILLE,North Carolina,4556,2025-03-20 13:14:00,Tennis Shoes,1,571.93,629.123,57.193
1981,FREDERICKSBURG,Virginia,3449,2025-03-19 22:15:00,Tennis Shoes,1,497.13,546.843,49.713
2156,SAN ANTONIO,Texas,2085,2025-03-20 09:41:00,Tennis Shoes,1,595.13,654.643,59.513
2386,EL PASO,Texas,5883,2025-03-20 12:43:00,Tennis Shoes,1,537.13,590.843,53.713
7360,BAKERSFIELD,California,5541,2025-03-24 22:08:00,Tennis Shoes,1,537.13,590.843,53.713
3221,ROCHESTER,New York,1904,2025-03-21 07:24:00,Tennis Shoes,1,586.13,644.743,58.613
4810,LONG BEACH,California,4362,2025-03-22 15:36:00,Tennis Shoes,1,531.93,585.123,53.193
2604,HOUSTON,Texas,2327,2025-03-20 15:29:00,Tennis Shoes,1,485.53,534.083,48.553
4080,HAMPTON,Virginia,1313,2025-03-21 22:30:00,Tennis Shoes,1,485.53,534.083,48.553
5123,ORLANDO,Florida,2803,2025-03-22 20:24:00,Tennis Shoes,1,531.93,585.123,53.193
1265,NEW YORK CITY,New York,1091,2025-03-19 12:13:00,Tennis Shoes,1,537.13,590.843,53.713
1698,ESCONDIDO,California,2444,2025-03-19 17:39:00,Tennis Shoes,1,537.13,590.843,53.713
4335,PENSACOLA,Florida,5876,2025-03-22 09:47:00,Tennis Shoes,1,537.13,590.843,53.713
4369,MINNEAPOLIS,Minnesota,4422,2025-03-22 10:10:00,Tennis Shoes,1,537.13,590.843,53.713
6695,EL PASO,Texas,6499,2025-03-24 12:15:00,Tennis Shoes,1,537.13,590.843,53.713
67,BALTIMORE,Maryland,744,2025-03-18 08:10:00,Tennis Shoes,1,587.93,646.723,58.793
302,MILWAUKEE,Wisconsin,5768,2025-03-18 12:06:00,Tennis Shoes,1,517.53,569.283,51.753
712,SAINT PAUL,Minnesota,1906,2025-03-18 18:05:00,Tennis Shoes,1,517.53,569.283,51.753
1525,MIDLAND,Texas,3027,2025-03-19 15:33:00,Tennis Shoes,1,693.13,762.443,69.313
1727,DALLAS,Texas,3635,2025-03-19 17:59:00,Tennis Shoes,1,527.13,579.843,52.713
2669,JACKSONVILLE,Florida,2290,2025-03-20 16:18:00,Tennis Shoes,1,625.13,687.643,62.513
5722,GRAND RAPIDS,Michigan,6465,2025-03-23 14:50:00,Tennis Shoes,1,527.13,579.843,52.713
750,COLLEGE STATION,Texas,2905,2025-03-18 19:12:00,Tennis Shoes,1,571.93,629.123,57.193
2585,SALEM,Oregon,3065,2025-03-20 15:16:00,Tennis Shoes,1,509.53,560.483,50.953
6189,PEORIA,Illinois,6267,2025-03-23 22:54:00,Tennis Shoes,1,611.93,673.123,61.193
1264,CLEVELAND,Ohio,486,2025-03-19 12:13:00,Tennis Shoes,1,497.13,546.843,49.713
3252,WASHINGTON,District of Columbia,5657,2025-03-21 08:43:00,Tennis Shoes,1,635.13,698.643,63.513
6775,JAMAICA,New York,5717,2025-03-24 13:13:00,Tennis Shoes,1,579.93,637.923,57.993
5856,SARASOTA,Florida,2453,2025-03-23 17:06:00,Tennis Shoes,1,579.93,637.923,57.993
7331,RICHMOND,Virginia,2713,2025-03-24 21:23:00,Tennis Shoes,1,527.13,579.843,52.713
1079,LONDON,Kentucky,4062,2025-03-19 09:59:00,Tennis Shoes,1,537.13,590.843,53.713
1946,AUSTIN,Texas,3260,2025-03-19 21:35:00,Tennis Shoes,1,517.13,568.843,51.713
5377,SAN JOSE,California,551,2025-03-23 09:02:00,Tennis Shoes,1,501.53,551.683,50.153
7323,BRONX,New York,197,2025-03-24 21:19:00,Tennis Shoes,1,501.53,551.683,50.153
979,SHREVEPORT,Louisiana,3058,2025-03-19 06:32:00,Tennis Shoes,1,507.13,557.843,50.713
6355,COLUMBUS,Ohio,4863,2025-03-24 08:42:00,Tennis Shoes,1,493.53,542.883,49.353
542,HATTIESBURG,Mississippi,265,2025-03-18 15:18:00,Tennis Shoes,1,497.13,546.843,49.713
831,VERO BEACH,Florida,5649,2025-03-18 21:01:00,Tennis Shoes,1,497.13,546.843,49.713
3152,HOMESTEAD,Florida,3365,2025-03-20 23:18:00,Tennis Shoes,1,555.13,610.643,55.513
3739,SPOKANE,Washington,3671,2025-03-21 16:30:00,Tennis Shoes,1,497.13,546.843,49.713
6906,MILWAUKEE,Wisconsin,5888,2025-03-24 14:41:00,Tennis Shoes,1,563.93,620.323,56.393
50,CORONA,California,5900,2025-03-18 07:37:00,Tennis Shoes,1,517.13,568.843,51.713
2756,SACRAMENTO,California,1674,2025-03-20 17:31:00,Tennis Shoes,1,539.93,593.923,53.993
4968,DAYTON,Ohio,4550,2025-03-22 18:01:00,Tennis Shoes,1,563.93,620.323,56.393
5358,OKLAHOMA CITY,Oklahoma,4636,2025-03-23 08:29:00,Tennis Shoes,1,517.53,569.283,51.753
263,WICHITA,Kansas,3135,2025-03-18 11:32:00,Tennis Shoes,1,507.13,557.843,50.713
